City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
274,Atar,20.52,-13.05,90.54,24,0,9.46,MR,2020-10-18 21:32:35,Clear
275,Luderitz,-26.65,15.16,63.84,53,0,19.19,NA,2020-10-18 21:32:35,Clear
276,Sankt Valentin,48.17,14.52,42.8,100,90,1.12,AT,2020-10-18 21:33:41,Clouds
277,Saint-Francois,46.42,3.91,42.01,100,41,2.24,FR,2020-10-18 21:33:41,Clouds
278,Thompson,55.74,-97.86,32.0,92,75,8.05,CA,2020-10-18 21:33:41,Snow
279,Mount Isa,-20.73,139.5,80.6,32,0,6.93,AU,2020-10-18 21:33:00,Clear
280,Harsin,34.27,47.59,48.2,12,0,1.28,IR,2020-10-18 21:33:41,Clear
281,Lyangasovo,58.52,49.45,43.77,91,95,11.7,RU,2020-10-18 21:33:41,Clouds
282,Spirit River,55.78,-118.84,23.0,57,40,5.82,CA,2020-10-18 21:33:41,Clouds
283,Lavrentiya,65.58,-171.0,36.3,86,32,4.07,RU,2020-10-18 21:33:42,Clouds
284,Porto Empedocle,37.29,13.53,57.0,88,25,7.0,IT,2020-10-18 21:33:42,Clouds
285,Mpika,-11.83,31.45,65.21,57,7,5.77,ZM,2020-10-18 21:33:42,Clear
286,Saint-Georges,12.06,-61.75,86.0,79,20,9.17,GD,2020-10-18 21:30:46,Clouds
287,Georgiyevka,43.04,74.71,48.2,45,0,6.71,KZ,2020-10-18 21:33:42,Clear
288,Brae,60.4,-1.35,41.0,86,100,9.17,GB,2020-10-18 21:33:43,Rain
289,Dongying,37.46,118.49,56.07,38,76,2.75,CN,2020-10-18 21:33:43,Clouds
290,Rio Claro,-22.41,-47.56,75.22,59,94,6.71,BR,2020-10-18 21:33:36,Clouds
291,Taltal,-25.4,-70.48,62.46,64,23,4.61,CL,2020-10-18 21:30:20,Clouds
292,Angoche,-16.23,39.91,72.23,86,4,3.47,MZ,2020-10-18 21:33:43,Clear
293,Lahaina,20.88,-156.68,89.6,62,75,10.29,US,2020-10-18 21:33:43,Clouds
294,Gradignan,44.77,-0.61,50.0,87,85,4.45,FR,2020-10-18 21:33:43,Clouds
295,Tiznit,29.58,-9.5,68.59,36,94,5.23,MA,2020-10-18 21:33:44,Clouds
296,Mbini,1.57,9.61,78.8,100,40,4.65,GQ,2020-10-18 21:33:44,Clouds
297,Castro,-24.79,-50.01,61.45,90,87,7.67,BR,2020-10-18 21:33:44,Clouds
298,Rosetown,51.55,-108.0,24.01,50,0,5.99,CA,2020-10-18 21:31:34,Clear
299,Agadez,19.75,10.25,84.4,14,0,7.49,NE,2020-10-18 21:33:44,Clear
300,Bambous Virieux,-20.34,57.76,73.4,73,20,10.29,MU,2020-10-18 21:33:44,Clouds
301,Tongren,27.72,109.19,53.92,81,95,1.72,CN,2020-10-18 21:33:44,Rain
302,Lasa,46.62,10.7,41.0,72,5,1.99,IT,2020-10-18 21:33:44,Clear
303,Klaksvik,62.23,-6.59,39.2,93,100,3.36,FO,2020-10-18 21:33:45,Drizzle
304,Houma,29.6,-90.72,84.0,69,40,6.93,US,2020-10-18 21:33:45,Clouds
305,Manono,-7.3,27.42,72.28,80,0,1.86,CD,2020-10-18 21:33:45,Clear
306,Karratha,-20.74,116.85,62.26,91,1,10.13,AU,2020-10-18 21:33:45,Clear
307,Ukiah,39.15,-123.21,91.99,18,1,4.7,US,2020-10-18 21:29:07,Clear
308,Qaqortoq,60.72,-46.03,37.4,98,89,2.24,GL,2020-10-18 21:33:45,Clouds
309,Comodoro Rivadavia,-45.87,-67.5,64.4,20,40,36.91,AR,2020-10-18 21:30:01,Dust
310,Hirara,24.8,125.28,77.85,80,49,21.12,JP,2020-10-18 21:33:45,Clouds
311,Surt,31.21,16.59,71.73,68,100,12.97,LY,2020-10-18 21:30:23,Clouds
312,Vestmannaeyjar,63.44,-20.27,44.13,70,18,18.59,IS,2020-10-18 21:33:46,Clouds
313,Chaozhou,23.67,116.64,69.8,77,30,6.71,CN,2020-10-18 21:33:46,Clouds
314,Sibolga,1.74,98.78,76.98,73,100,2.73,ID,2020-10-18 21:33:46,Rain
315,Vulcan,45.38,23.27,37.17,81,42,5.5,RO,2020-10-18 21:33:46,Clouds
316,Plettenberg Bay,-34.05,23.37,57.61,81,53,2.77,ZA,2020-10-18 21:33:46,Clouds
317,Vila Velha,-20.33,-40.29,71.6,88,90,3.36,BR,2020-10-18 21:33:47,Clouds
318,Alihe,50.57,123.72,29.75,93,0,1.86,CN,2020-10-18 21:33:47,Clear
319,Tripoli,32.88,13.19,69.85,52,1,6.71,LY,2020-10-18 21:30:18,Clear
320,Shenjiamen,29.96,122.3,65.77,66,58,14.72,CN,2020-10-18 21:34:52,Clouds
321,Redcar,54.62,-1.06,48.0,89,88,4.0,GB,2020-10-18 21:32:13,Clouds
322,Nelson Bay,-32.72,152.15,64.0,93,90,10.29,AU,2020-10-18 21:34:52,Drizzle
323,Isla Mujeres,21.23,-86.73,86.0,70,40,14.99,MX,2020-10-18 21:34:52,Clouds
324,Almonte,37.26,-6.52,66.99,39,34,4.7,ES,2020-10-18 21:33:54,Clouds
325,Padang,-0.95,100.35,77.76,77,86,3.51,ID,2020-10-18 21:34:52,Clouds
326,Draguignan,43.53,6.47,51.8,87,0,1.12,FR,2020-10-18 21:34:53,Clear
327,Tilichiki,60.47,166.1,37.74,80,100,13.51,RU,2020-10-18 21:34:53,Clouds
328,Ulagan,50.63,87.96,25.14,92,100,4.34,RU,2020-10-18 21:34:53,Snow
329,Novoshakhtinsk,47.76,39.93,60.8,59,20,6.71,RU,2020-10-18 21:34:53,Clouds
330,Sao Filipe,14.9,-24.5,80.6,80,42,8.5,CV,2020-10-18 21:34:53,Clouds
331,Gondar,12.6,37.47,56.43,67,0,4.14,ET,2020-10-18 21:34:53,Clear
332,Churapcha,62.0,132.43,10.11,95,92,6.35,RU,2020-10-18 21:34:54,Snow
333,Hauterive,46.09,3.45,41.0,80,0,2.24,FR,2020-10-18 21:31:24,Clear
334,Montepuez,-13.13,39.0,69.28,80,0,6.73,MZ,2020-10-18 21:34:54,Clear
335,Ponta Do Sol,32.67,-17.1,73.4,83,75,27.51,PT,2020-10-18 21:34:54,Rain
336,Maniitsoq,65.42,-52.9,40.08,88,83,14.56,GL,2020-10-18 21:34:54,Clouds
337,Zhezkazgan,47.8,67.71,43.12,57,0,8.61,KZ,2020-10-18 21:34:54,Clear
338,Tiksi,71.69,128.87,16.43,95,99,14.05,RU,2020-10-18 21:34:54,Clouds
339,Mayo,38.89,-76.51,64.99,63,20,6.93,US,2020-10-18 21:34:54,Clouds
340,San Quintin,30.48,-115.95,80.65,44,89,19.26,MX,2020-10-18 21:34:55,Clouds
341,Balkhash,46.84,74.98,41.9,64,0,17.07,KZ,2020-10-18 21:34:55,Clear
342,Kapit,2.02,112.93,72.97,94,90,1.12,MY,2020-10-18 21:32:54,Rain
343,Bogorodskoye,56.55,37.88,34.48,89,89,12.8,RU,2020-10-18 21:34:55,Clouds
344,Yuxia,34.06,108.63,52.0,100,0,2.24,CN,2020-10-18 21:34:55,Mist
345,Batagay-Alyta,67.8,130.41,14.95,88,99,3.65,RU,2020-10-18 21:34:55,Clouds
346,Caravelas,-17.71,-39.25,72.88,81,66,8.55,BR,2020-10-18 21:34:55,Clouds
347,Hammerfest,70.66,23.68,32.0,86,40,9.17,NO,2020-10-18 21:33:01,Clouds
348,Aklavik,68.22,-135.01,17.6,67,5,3.36,CA,2020-10-18 21:34:56,Clear
349,Havelock,34.88,-76.9,73.0,68,5,12.75,US,2020-10-18 21:34:56,Clear
350,Mount Gambier,-37.83,140.77,50.0,100,90,5.82,AU,2020-10-18 21:30:55,Clouds
351,Pirapo,-26.85,-55.53,89.6,33,7,5.82,PY,2020-10-18 21:34:56,Clear
352,Vostok,46.49,135.88,24.49,91,0,4.09,RU,2020-10-18 21:34:56,Clear
353,Ambon,-3.7,128.18,75.2,94,40,9.17,ID,2020-10-18 21:34:56,Clouds
354,Toora-Khem,52.47,96.11,32.92,89,100,11.72,RU,2020-10-18 21:34:56,Clouds
355,Mathathane,-22.27,28.75,82.98,25,0,7.0,BW,2020-10-18 21:30:45,Clear
356,Ust-Kuyga,70.02,135.6,20.21,96,100,5.82,RU,2020-10-18 21:34:57,Snow
357,Haines Junction,60.75,-137.51,25.77,78,100,0.67,CA,2020-10-18 21:34:57,Clouds
358,Navolato,24.77,-107.69,98.01,62,1,8.01,MX,2020-10-18 21:34:57,Clear
359,Portland,45.52,-122.68,66.99,68,75,10.29,US,2020-10-18 21:32:17,Clouds
360,Nola,40.92,14.53,55.99,82,20,3.36,IT,2020-10-18 21:34:57,Clouds
361,Kamenka,51.32,42.77,46.99,78,98,7.78,RU,2020-10-18 21:34:57,Clouds
362,Pisco,-13.7,-76.22,66.2,77,90,5.82,PE,2020-10-18 21:34:57,Clouds
363,Wad Madani,14.4,33.52,84.56,37,0,2.62,SD,2020-10-18 21:34:57,Clear
364,Wadi Musa,30.32,35.48,57.79,69,0,0.56,JO,2020-10-18 21:34:58,Clear
365,Dawei,14.08,98.2,71.51,94,100,6.53,MM,2020-10-18 21:34:58,Clouds
366,Vallenar,-28.57,-70.76,78.49,25,0,6.13,CL,2020-10-18 21:34:58,Clear
367,Sarakhs,36.54,61.16,51.8,43,0,2.24,IR,2020-10-18 21:34:58,Clear
368,Parkes,-33.13,148.18,54.0,85,0,1.99,AU,2020-10-18 21:36:03,Clear
369,Itamaraju,-17.04,-39.53,70.52,89,91,5.03,BR,2020-10-18 21:36:03,Clouds
370,Ischia,40.73,13.95,59.0,72,5,8.05,IT,2020-10-18 21:36:04,Clear
371,Ploemeur,47.73,-3.43,48.99,87,100,5.82,FR,2020-10-18 21:36:04,Clouds
372,Marmora,44.46,7.09,52.0,93,48,3.36,IT,2020-10-18 21:36:04,Clouds
373,Vysokogornyy,50.12,139.15,22.77,85,0,10.04,RU,2020-10-18 21:36:04,Clear
374,Kargat,55.2,80.28,29.71,94,0,9.78,RU,2020-10-18 21:36:04,Clear
375,Nyurba,63.28,118.33,13.57,94,0,4.09,RU,2020-10-18 21:36:04,Clear
376,Mae Sai,20.43,99.88,69.8,100,20,9.17,TH,2020-10-18 21:36:04,Clouds
377,Jizan,17.33,42.67,86.0,70,0,2.62,SA,2020-10-18 21:36:04,Clear
378,Rio Gallegos,-51.62,-69.22,53.6,23,75,23.04,AR,2020-10-18 21:34:00,Rain
379,Eureka,40.8,-124.16,70.0,69,11,4.0,US,2020-10-18 21:36:05,Clouds
380,Neryungri,56.67,124.65,5.41,89,0,2.86,RU,2020-10-18 21:36:05,Clear
381,Geraldton,-28.77,114.6,59.0,87,90,3.36,AU,2020-10-18 21:36:05,Clouds
382,Muisne,0.6,-80.03,80.6,83,90,10.29,EC,2020-10-18 21:36:05,Clouds
383,Pampas,-12.4,-74.9,56.59,62,67,6.11,PE,2020-10-18 21:36:05,Rain
384,Siemiatycze,52.43,22.86,39.99,88,49,7.67,PL,2020-10-18 21:36:05,Clouds
385,Bang Saphan,11.21,99.51,74.41,93,92,0.78,TH,2020-10-18 21:36:06,Clouds
386,Grover Beach,35.12,-120.62,88.0,34,1,9.17,US,2020-10-18 21:36:06,Clear
387,Russell,32.35,-85.2,78.8,47,1,4.7,US,2020-10-18 21:35:37,Clear
388,La Brea,15.8,-85.97,83.19,69,72,5.23,HN,2020-10-18 21:36:06,Clouds
389,Itarema,-2.92,-39.92,79.2,77,89,14.97,BR,2020-10-18 21:36:06,Clouds
390,La Paz,-16.5,-68.15,46.4,65,75,18.34,BO,2020-10-18 21:36:06,Thunderstorm
391,Batemans Bay,-35.72,150.18,57.0,77,89,2.17,AU,2020-10-18 21:36:06,Clouds
392,Mtwara,-10.27,40.18,74.64,89,4,6.76,TZ,2020-10-18 21:36:06,Clear
393,Motygino,58.18,94.76,29.44,94,98,14.18,RU,2020-10-18 21:36:07,Clouds
394,Johannesburg,-26.2,28.04,77.0,40,90,5.82,ZA,2020-10-18 21:35:57,Clouds
395,Luorong,24.41,109.61,58.62,77,67,8.9,CN,2020-10-18 21:36:07,Rain
396,Raudeberg,61.99,5.14,39.2,66,20,5.82,NO,2020-10-18 21:36:07,Clouds
397,Constitucion,-35.33,-72.42,55.76,62,0,14.67,CL,2020-10-18 21:36:07,Clear
398,Vanderhoof,54.02,-124.02,31.53,95,100,4.03,CA,2020-10-18 21:35:45,Snow
399,Touros,-5.2,-35.46,78.8,78,20,10.29,BR,2020-10-18 21:34:36,Clouds
400,Alyangula,-13.85,136.42,68.0,100,20,4.7,AU,2020-10-18 21:36:07,Clouds
401,Los Teques,10.34,-67.04,68.23,98,4,1.79,VE,2020-10-18 21:36:08,Clear
402,Coquimbo,-29.95,-71.34,59.0,77,0,9.17,CL,2020-10-18 21:36:08,Clear
403,Chau Doc,10.7,105.12,76.51,89,100,3.13,VN,2020-10-18 21:36:08,Rain
404,Cap Malheureux,-19.98,57.61,72.0,74,0,1.99,MU,2020-10-18 21:36:08,Clear
405,Pyapon,16.28,95.68,75.81,91,89,7.58,MM,2020-10-18 21:36:08,Clouds
406,Qarqin,37.42,66.04,56.75,35,0,5.57,AF,2020-10-18 21:36:08,Clear
407,Larsnes,62.2,5.58,37.0,92,100,2.53,NO,2020-10-18 21:36:08,Rain
408,Dapitan,8.65,123.42,77.0,94,87,4.25,PH,2020-10-18 21:36:09,Rain
409,Kahului,20.89,-156.47,89.6,46,40,6.93,US,2020-10-18 21:34:58,Clouds
410,Tungor,53.38,142.96,32.22,95,83,15.03,RU,2020-10-18 21:36:09,Clouds
411,San Juan,-31.54,-68.54,92.98,13,0,11.41,AR,2020-10-18 21:36:09,Clear
412,Rypefjord,70.63,23.67,32.0,87,40,9.17,NO,2020-10-18 21:36:09,Clouds
413,Miri,4.41,114.01,77.0,88,40,10.29,MY,2020-10-18 21:32:48,Clouds
414,Tongzi,28.78,105.09,57.33,88,100,1.41,CN,2020-10-18 21:36:09,Rain
415,Mollendo,-17.02,-72.01,62.71,75,91,4.23,PE,2020-10-18 21:36:10,Clouds
416,Batticaloa,7.71,81.69,77.81,86,80,7.29,LK,2020-10-18 21:36:10,Rain
417,Miguel Hidalgo,19.42,-99.2,77.0,31,40,6.93,MX,2020-10-18 21:36:10,Clouds
418,Aksu,41.12,80.26,47.23,50,0,1.52,CN,2020-10-18 21:37:15,Clear
419,Shostka,51.86,33.47,44.01,75,97,10.4,UA,2020-10-18 21:37:15,Clouds
420,Vila Franca Do Campo,37.72,-25.43,60.8,59,20,9.17,PT,2020-10-18 21:37:15,Clouds
421,Iskateley,67.68,53.15,28.26,96,22,1.97,RU,2020-10-18 21:37:15,Clouds
422,Tasiilaq,65.61,-37.64,33.8,80,69,8.05,GL,2020-10-18 21:37:16,Clouds
423,Hualmay,-11.1,-77.61,65.01,73,20,9.55,PE,2020-10-18 21:37:16,Clouds
424,Dourbali,11.81,15.86,85.51,27,1,1.68,TD,2020-10-18 21:37:16,Clear
425,Taungdwingyi,20.02,95.55,73.94,90,90,2.42,MM,2020-10-18 21:37:16,Clouds
426,Alexandria,31.22,29.96,75.2,78,0,5.82,EG,2020-10-18 21:37:16,Clear
427,Verkhoyansk,67.54,133.38,14.85,95,100,5.75,RU,2020-10-18 21:37:16,Clouds
428,Madimba,-10.4,40.33,74.43,89,2,6.42,TZ,2020-10-18 21:37:16,Clear
429,Biltine,14.53,20.92,85.6,15,0,8.28,TD,2020-10-18 21:37:17,Clear
430,Ardakan,32.31,54.02,55.4,15,0,4.7,IR,2020-10-18 21:37:17,Clear
431,Faya,18.39,42.45,60.8,21,0,6.93,SA,2020-10-18 21:36:52,Clear
432,Bryan,30.67,-96.37,89.6,43,1,13.87,US,2020-10-18 21:34:17,Clear
433,Ahipara,-35.17,173.17,64.67,71,16,11.41,NZ,2020-10-18 21:37:17,Clouds
434,Douglas,41.3,-96.17,44.01,45,1,6.93,US,2020-10-18 21:37:17,Clear
435,Lata,40.16,-8.33,63.0,62,74,3.36,PT,2020-10-18 21:37:18,Clouds
436,Kununurra,-15.77,128.73,78.8,94,85,12.12,AU,2020-10-18 21:37:18,Clouds
437,Somerset East,-32.72,25.59,53.29,82,77,7.83,ZA,2020-10-18 21:37:18,Clouds
438,Palmer,42.16,-72.33,60.8,36,75,6.93,US,2020-10-18 21:37:18,Clouds
439,Kosino,58.41,51.28,43.7,97,100,11.7,RU,2020-10-18 21:37:18,Rain
440,Baruun-Urt,46.68,113.28,34.74,76,0,9.08,MN,2020-10-18 21:37:18,Clear
441,Yenagoa,4.92,6.26,76.05,93,15,3.8,NG,2020-10-18 21:37:18,Clouds
442,Bilibino,68.05,166.44,16.3,94,90,2.19,RU,2020-10-18 21:37:19,Clouds
443,Kitimat,54.05,-128.65,43.0,81,100,1.39,CA,2020-10-18 21:37:19,Clouds
444,North Las Vegas,36.2,-115.12,90.0,8,1,5.82,US,2020-10-18 21:37:19,Clear
445,Dahod,22.83,74.27,77.86,81,42,5.06,IN,2020-10-18 21:37:19,Clouds
446,Pasighat,28.07,95.33,71.6,79,0,3.15,IN,2020-10-18 21:37:19,Clear
447,San Jeronimo,-11.95,-75.28,55.81,60,42,4.74,PE,2020-10-18 21:37:20,Rain
448,Peniche,39.36,-9.38,61.0,75,100,5.99,PT,2020-10-18 21:37:20,Clouds
449,Gat,31.61,34.76,75.0,80,0,3.27,IL,2020-10-18 21:37:20,Clear
450,Kayerkan,69.35,87.76,15.8,92,90,4.47,RU,2020-10-18 21:37:20,Snow
451,Shingu,33.73,135.98,60.76,71,100,5.12,JP,2020-10-18 21:32:49,Rain
452,Brigantine,39.41,-74.36,63.0,63,90,9.17,US,2020-10-18 21:37:20,Clouds
453,Libertador General San Martin,-23.81,-64.79,100.0,21,0,4.0,AR,2020-10-18 21:37:20,Clear
454,Kruisfontein,-34.0,24.73,54.0,88,19,1.01,ZA,2020-10-18 21:37:21,Clouds
455,Turukhansk,65.82,87.98,17.94,97,100,14.67,RU,2020-10-18 21:37:21,Snow
456,Okhotsk,59.38,143.3,24.78,84,23,17.72,RU,2020-10-18 21:37:21,Clouds
457,Sakakah,29.97,40.21,73.4,15,0,6.93,SA,2020-10-18 21:37:21,Clear
458,Chicama,-7.84,-79.15,66.2,77,53,11.41,PE,2020-10-18 21:37:21,Clouds
459,Tocopilla,-22.09,-70.2,65.19,50,22,5.75,CL,2020-10-18 21:37:21,Clouds
460,Seoul,37.57,126.98,48.2,100,1,1.28,KR,2020-10-18 21:32:47,Mist
461,Swan River,52.11,-101.27,31.95,80,70,12.8,CA,2020-10-18 21:37:22,Clouds
462,Port Blair,11.67,92.75,80.29,83,100,14.99,IN,2020-10-18 21:37:22,Rain
463,Trindade,-16.65,-49.49,75.2,69,90,9.17,BR,2020-10-18 21:35:31,Thunderstorm
464,Nobres,-14.72,-56.33,79.05,69,80,2.89,BR,2020-10-18 21:35:15,Rain
465,Tomigusuku,26.18,127.67,77.0,83,20,9.17,JP,2020-10-18 21:38:27,Clouds
466,San Diego De La Union,21.47,-100.87,79.0,31,3,10.36,MX,2020-10-18 21:38:27,Clear
467,Pandan,14.05,124.17,81.21,86,100,12.62,PH,2020-10-18 21:38:27,Clouds
468,Guarapari,-20.67,-40.5,71.6,88,90,3.36,BR,2020-10-18 21:38:27,Clouds
469,Jha Jha,24.77,86.37,75.38,64,11,2.35,IN,2020-10-18 21:38:28,Clouds
470,Arrecife,28.96,-13.55,69.8,77,40,4.7,ES,2020-10-18 21:33:34,Clouds
471,Gravdal,68.12,13.5,33.8,80,14,5.82,NO,2020-10-18 21:38:28,Clouds
472,Poya,-21.35,165.15,74.8,56,0,4.9,NC,2020-10-18 21:38:28,Clear
473,Mariental,-24.63,17.97,76.39,18,28,11.07,NA,2020-10-18 21:38:28,Clouds
474,Sahuaripa,29.05,-109.23,97.02,15,0,4.25,MX,2020-10-18 21:38:28,Clear
475,Davila,18.47,120.58,75.2,94,20,2.24,PH,2020-10-18 21:38:28,Clouds
476,Kovdor,67.57,30.48,30.27,97,100,11.21,RU,2020-10-18 21:38:29,Clouds
477,Bambari,5.77,20.68,72.36,91,86,4.27,CF,2020-10-18 21:38:29,Rain
478,Syamzha,60.02,41.06,34.32,96,100,8.79,RU,2020-10-18 21:38:29,Clouds
479,Chuy,-33.7,-53.46,67.93,74,0,8.84,UY,2020-10-18 21:38:29,Clear
480,Havoysund,71.0,24.66,32.0,79,40,9.17,NO,2020-10-18 21:38:29,Clouds
481,Saiha,22.48,92.97,70.32,94,100,2.39,IN,2020-10-18 21:38:29,Clouds
482,Kirakira,-10.45,161.92,83.68,74,97,7.45,SB,2020-10-18 21:38:29,Rain
483,Omboue,-1.57,9.26,76.89,89,95,8.34,GA,2020-10-18 21:38:29,Clouds
484,Ponta Delgada,37.73,-25.67,60.8,59,20,9.17,PT,2020-10-18 21:36:16,Clouds
485,Lakes Entrance,-37.88,147.98,55.99,74,2,1.01,AU,2020-10-18 21:38:30,Clear
486,Nekhayevskiy,50.41,41.76,48.0,77,100,1.01,RU,2020-10-18 21:38:30,Clouds
487,Bisho,-32.85,27.44,51.91,95,7,2.62,ZA,2020-10-18 21:38:30,Clear
488,Warora,20.23,79.0,76.08,87,100,3.36,IN,2020-10-18 21:38:30,Clouds
489,Ensley,30.52,-87.27,81.0,69,1,9.17,US,2020-10-18 21:38:30,Clear
490,Juegang,32.32,121.19,58.23,63,64,5.77,CN,2020-10-18 21:38:30,Rain
491,Lar,26.2,83.97,73.58,53,0,2.3,IN,2020-10-18 21:38:31,Clear
492,Strezhevoy,60.73,77.59,28.4,79,74,6.71,RU,2020-10-18 21:38:31,Clouds
493,Bayanday,53.07,105.51,35.94,80,100,1.7,RU,2020-10-18 21:38:31,Clouds
494,Bardiyah,31.76,25.09,77.16,43,39,7.43,LY,2020-10-18 21:38:31,Clouds
495,Nhulunbuy,-12.23,136.77,73.4,83,37,10.76,AU,2020-10-18 21:38:31,Clouds
496,Sangar,63.92,127.47,13.08,96,98,5.14,RU,2020-10-18 21:38:31,Clouds
497,Tocantins,-10.5,-48.0,91.4,55,20,3.36,BR,2020-10-18 21:38:31,Clouds
498,Nome,64.5,-165.41,39.2,93,90,10.29,US,2020-10-18 21:38:31,Clouds
499,Svetlogorsk,52.63,29.73,43.79,87,92,12.5,BY,2020-10-18 21:38:32,Clouds
500,Lagdo,9.05,13.73,80.6,88,2,2.24,CM,2020-10-18 21:38:32,Clear
501,Jeremie,18.65,-74.12,82.22,73,98,3.91,HT,2020-10-18 21:37:44,Rain
502,Opuwo,-18.06,13.84,72.81,21,0,2.68,NA,2020-10-18 21:38:32,Clear
503,Veere,51.55,3.67,51.8,87,69,4.7,NL,2020-10-18 21:38:32,Clouds
504,Beyneu,45.32,55.2,54.7,37,0,13.78,KZ,2020-10-18 21:38:32,Clear
505,Makakilo City,21.35,-158.09,84.2,70,20,10.29,US,2020-10-18 21:35:14,Clouds
506,Rocha,-34.48,-54.33,72.77,87,2,4.81,UY,2020-10-18 21:38:32,Clear
507,Komsomolskiy,40.43,71.72,51.8,57,0,9.17,UZ,2020-10-18 21:38:32,Clear
508,Qasigiannguit,68.82,-51.19,42.8,52,100,6.93,GL,2020-10-18 21:38:33,Clouds
509,Hasaki,35.73,140.83,50.0,100,75,2.24,JP,2020-10-18 21:38:33,Clouds
510,Matara,5.95,80.54,77.99,87,90,10.31,LK,2020-10-18 21:38:33,Clouds
511,Shubarkuduk,49.14,56.49,53.28,37,0,11.36,KZ,2020-10-18 21:38:33,Clear
512,Almenara,-16.18,-40.69,73.6,76,95,4.81,BR,2020-10-18 21:38:33,Clouds
513,Kalmunai,7.42,81.82,78.1,83,91,3.74,LK,2020-10-18 21:39:38,Clouds
514,Lebyazhye,55.27,66.49,35.65,78,50,13.51,RU,2020-10-18 21:39:38,Clouds
515,Cuamba,-14.8,36.54,73.17,35,39,3.31,MZ,2020-10-18 21:39:39,Clouds
516,Santa Maria,-29.68,-53.81,72.79,62,0,5.55,BR,2020-10-18 21:39:39,Clear
517,Balikpapan,-1.27,116.83,73.4,100,75,9.17,ID,2020-10-18 21:39:39,Rain
518,Cockburn Town,21.46,-71.14,82.6,77,100,15.46,TC,2020-10-18 21:39:39,Clouds
519,Ilulissat,69.22,-51.1,42.8,52,100,6.93,GL,2020-10-18 21:35:20,Clouds
520,Boyolangu,-8.12,111.89,75.67,88,98,4.9,ID,2020-10-18 21:39:40,Clouds
521,Casper,42.87,-106.31,37.4,64,1,8.05,US,2020-10-18 21:39:40,Clear
522,Sochi,43.6,39.73,64.4,68,100,4.47,RU,2020-10-18 21:35:09,Rain
523,Srednekolymsk,67.45,153.68,22.98,98,82,2.37,RU,2020-10-18 21:39:40,Clouds
524,Iwanai,42.97,140.51,50.34,69,45,6.29,JP,2020-10-18 21:39:40,Clouds
525,Sao Jose Da Coroa Grande,-8.9,-35.15,75.52,76,82,9.13,BR,2020-10-18 21:39:40,Clouds
526,Adwa,14.16,38.9,60.13,58,0,2.21,ET,2020-10-18 21:39:41,Clear
527,Marzuq,14.4,46.47,66.29,26,0,3.02,YE,2020-10-18 21:39:41,Clear
528,Matagami,49.75,-77.63,41.0,93,90,11.41,CA,2020-10-18 21:39:41,Rain
529,Guerrero Negro,27.98,-114.06,82.08,47,96,13.02,MX,2020-10-18 21:39:41,Clouds
530,Khani,41.96,42.96,55.4,93,13,1.12,GE,2020-10-18 21:39:41,Clouds
531,Forbes,-33.38,148.02,57.69,64,0,2.21,AU,2020-10-18 21:39:41,Clear
532,Ushtobe,45.25,77.98,46.76,50,0,5.19,KZ,2020-10-18 21:39:41,Clear
533,Texarkana,33.43,-94.05,79.0,65,40,11.41,US,2020-10-18 21:39:42,Clouds
534,Te Anau,-45.42,167.72,44.96,92,100,3.83,NZ,2020-10-18 21:39:42,Rain
535,Coahuayana,18.73,-103.68,84.2,70,75,11.41,MX,2020-10-18 21:39:42,Clouds
536,Vanimo,-2.67,141.3,80.31,78,100,4.83,PG,2020-10-18 21:39:42,Rain
537,Teacapan,22.55,-105.75,87.3,71,13,11.16,MX,2020-10-18 21:39:42,Clouds
538,Shvartsevskiy,54.1,37.99,38.89,75,100,14.81,RU,2020-10-18 21:39:42,Clouds
539,Corinth,37.94,22.96,62.01,47,7,3.27,GR,2020-10-18 21:39:42,Clear
540,Zhireken,52.82,117.31,28.99,97,49,3.4,RU,2020-10-18 21:39:43,Clouds
541,Sisimiut,66.94,-53.67,39.92,78,100,6.53,GL,2020-10-18 21:39:43,Clouds
542,Kiama,-34.68,150.87,59.0,87,65,1.99,AU,2020-10-18 21:39:43,Clouds
543,Puerto Carreno,6.19,-67.49,85.55,67,62,2.89,CO,2020-10-18 21:39:43,Clouds
544,Staroaleyskoye,51.01,82.0,31.39,91,0,2.71,RU,2020-10-18 21:39:43,Clear
545,Rawson,-43.3,-65.1,70.14,22,35,27.29,AR,2020-10-18 21:39:43,Clouds
546,Nakskov,54.84,11.13,48.99,77,13,1.01,DK,2020-10-18 21:39:43,Clouds
547,Bobo Dioulasso,11.18,-4.3,82.4,78,77,4.38,BF,2020-10-18 21:39:44,Rain
548,Altay,47.87,88.12,40.14,69,99,2.44,CN,2020-10-18 21:39:44,Clouds
549,Umm Lajj,25.02,37.27,84.54,43,0,5.95,SA,2020-10-18 21:39:44,Clear
550,Asau,46.43,26.4,50.0,87,59,6.93,RO,2020-10-18 21:39:44,Clouds
551,Cayon,17.35,-62.73,84.2,78,20,6.93,KN,2020-10-18 21:39:44,Clouds
552,Tsiroanomandidy,-18.77,46.03,70.16,68,99,5.46,MG,2020-10-18 21:39:44,Rain
553,Ballina,-28.87,153.57,66.2,88,75,4.7,AU,2020-10-18 21:39:45,Clouds
554,Belyy Yar,53.6,91.39,35.6,51,92,11.18,RU,2020-10-18 21:39:45,Clouds
